eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude
2.01201E+11,2012,1,2,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Jigawa,Birniwa,12.78679,10.23771
2.01201E+11,2012,1,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.74886,11.96603
2.01201E+11,2012,1,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.2824,11.17479
2.01201E+11,2012,1,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Mubi,10.266667,13.266667
2.01201E+11,2012,1,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.74886,11.96603
2.01201E+11,2012,1,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.2824,11.17479
2.01201E+11,2012,1,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.83552,13.150737
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Mubi,10.266667,13.266667
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Yola,9.203496,12.49539
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Doubeli,9.203496,12.49539
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Yola,9.203496,12.49539
2.01201E+11,2012,1,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Mairi,11.814638,13.190456
2.01201E+11,2012,1,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Biu,10.6111,12.195
2.01201E+11,2012,1,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Mubi,10.266667,13.266667
2.01201E+11,2012,1,8,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,8,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.516667,7.433333
2.01201E+11,2012,1,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Biu,10.6111,12.195
2.01201E+11,2012,1,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01201E+11,2012,1,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Edo,Benin City,6.33908,5.626482
2.01201E+11,2012,1,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Edo,Benin City,6.33908,5.626482
2.01201E+11,2012,1,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Pyakman,9.749973,9.551801
2.01201E+11,2012,1,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01201E+11,2012,1,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.784821,7.005453
2.01201E+11,2012,1,13,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Yola,9.203496,12.49539
2.01201E+11,2012,1,13,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.2824,11.17479
2.01201E+11,2012,1,15,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Bajoga,10.854444,11.431944
2.01201E+11,2012,1,16,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.74886,11.96603
2.01201E+11,2012,1,16,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,17,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,17,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Mubi,10.266667,13.266667
2.01201E+11,2012,1,17,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,17,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833846,13.150681
2.01201E+11,2012,1,17,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.74886,11.96603
2.01201E+11,2012,1,18,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,18,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.2824,11.17479
2.01201E+11,2012,1,19,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.74886,11.96603
2.01201E+11,2012,1,19,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jos,9.933333,8.883333
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa,4.92315,6.26093
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa,4.92315,6.26093
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Dowara Mashara,11.70896,11.06997
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.030119,8.543949
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Hotoro,11.991601,8.577596
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Tula,12,8.516667
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.950208,8.529434
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.030119,8.543949
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01201E+11,2012,1,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01201E+11,2012,1,20,,1,1/27/2012,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.516421,5.75
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Tafawa Balewa,9.749973,9.551801
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Fadama Mada,10.30982,9.845172
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Bauchi,10.30982,9.845172
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Bununu,9.880197,9.6785
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Bununu,9.880197,9.6785
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Bununu,9.880197,9.6785
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Unknown,10.637109,10.08073
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01201E+11,2012,1,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.001762,8.492279
2.01201E+11,2012,1,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01201E+11,2012,1,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.030119,8.543949
2.01201E+11,2012,1,24,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,24,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01201E+11,2012,1,26,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,26,,1,5/31/2012,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,27,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,26,,0,,147,Nigeria,11,Sub-Saharan Africa,Zamfara,Unknown,12.184416,6.237595
2.01201E+11,2012,1,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Abuja,Garki,9.02762,7.494947
2.01201E+11,2012,1,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Rigasa,10.516667,7.433333
2.01201E+11,2012,1,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01201E+11,2012,1,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12.000111,8.516554
2.01201E+11,2012,1,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gambaru,12.366667,14.216667
2.01201E+11,2012,1,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gomari,11.829618,13.08344
2.01201E+11,2012,1,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.784821,7.005453
2.01201E+11,2012,1,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.708985,11.069953
2.01202E+11,2012,1,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Olugbobiri,4.65,5.983333
2.01202E+11,2012,2,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Kogi,Ajaokuta,7.556055,6.655
2.01202E+11,2012,2,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Kogi,Ajaokuta,7.556055,6.655
2.01202E+11,2012,2,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Brass,4.314996,6.241659
2.01202E+11,2012,2,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.748876,11.966041
2.01202E+11,2012,2,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.999978,8.516675
2.01202E+11,2012,2,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gamboru,11.85674,13.169718
2.01202E+11,2012,2,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.999978,8.516675
2.01202E+11,2012,2,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Yunusari,13.116667,11.733333
2.01202E+11,2012,2,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Yunusari,13.116667,11.733333
2.01202E+11,2012,2,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Yunusari,13.116667,11.733333
2.01202E+11,2012,2,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01202E+11,2012,2,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.709002,11.069953
2.01202E+11,2012,2,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,,
2.01202E+11,2012,2,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Jere,11.833373,13.149902
2.01202E+11,2012,2,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Jere,11.833373,13.149902
2.01202E+11,2012,2,12,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,13,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,14,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,14,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,15,,0,,147,Nigeria,11,Sub-Saharan Africa,Niger,Maje,9.18052,7.17933
2.01202E+11,2012,2,16,,0,,147,Nigeria,11,Sub-Saharan Africa,Niger,Minna,9.607913,6.5533
2.01202E+11,2012,2,15,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gwange,11.833373,13.149902
2.01202E+11,2012,2,16,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.516601,7.433333
2.01202E+11,2012,2,17,,1,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Sangana,4.322454,5.982724
2.01202E+11,2012,2,19,,0,,147,Nigeria,11,Sub-Saharan Africa,Niger,Sulega,9.18052,7.17933
2.01202E+11,2012,2,19,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Geidam,12.885844,11.930042
2.01202E+11,2012,2,19,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Konduga,11.651575,13.419429
2.01202E+11,2012,2,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,21,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Ali Kotoko,11.833373,13.149902
2.01202E+11,2012,2,21,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Ungwar Sarki,10.51684,7.433304
2.01202E+11,2012,2,21,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.748877,11.965996
2.01202E+11,2012,2,21,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damaturu,11.748877,11.965996
2.01202E+11,2012,2,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Niger,Lapai,9.045173,6.570327
2.01202E+11,2012,2,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.999978,8.516675
2.01202E+11,2012,2,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.999978,8.516675
2.01202E+11,2012,2,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,24,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.282356,11.174754
2.01202E+11,2012,2,24,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.999978,8.516675
2.01202E+11,2012,2,25,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.51684,7.433304
2.01202E+11,2012,2,26,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Shuwa,10.74627,13.415248
2.01202E+11,2012,2,26,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kukum Gida,11.05083,7.711051
2.01202E+11,2012,2,26,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jos,9.933526,8.883445
2.01202E+11,2012,2,27,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,27,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Jamaare,11.667493,9.929714
2.01202E+11,2012,2,27,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Geidam,12.885844,11.930042
2.01202E+11,2012,2,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Demsa,9.455547,12.152546
2.01202E+11,2012,2,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gwange,11.833373,13.149902
2.01202E+11,2012,2,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Pingiriga,10.38531,8.573466
2.01202E+11,2012,2,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gamboru,11.856846,13.169723
2.01202E+11,2012,2,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833373,13.149902
2.01202E+11,2012,2,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01202E+11,2012,2,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01202E+11,2012,2,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Unknown,4.8678,5.898714
2.01203E+11,2012,3,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Brass,4.315,6.241667
2.01203E+11,2012,3,2,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Giginyu,11.991601,8.577596
2.01203E+11,2012,3,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gamboru,11.856722,13.169709
2.01203E+11,2012,3,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01203E+11,2012,3,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Konduga,11.651641,13.419444
2.01203E+11,2012,3,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Konduga,11.651641,13.419444
2.01203E+11,2012,3,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Konduga,11.651641,13.419444
2.01203E+11,2012,3,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Konduga,11.651641,13.419444
2.01203E+11,2012,3,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01203E+11,2012,3,6,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Konduga,11.651641,13.419444
2.01203E+11,2012,3,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Niger,Minna,9.607762,6.553394
2.01203E+11,2012,3,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Ashaka,10.885618,11.51486
2.01203E+11,2012,3,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Ashaka,10.885618,11.51486
2.01203E+11,2012,3,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Ashaka,10.885618,11.51486
2.01203E+11,2012,3,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Ashaka,10.885618,11.51486
2.01203E+11,2012,3,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Ashaka,10.885618,11.51486
2.01203E+11,2012,3,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01203E+11,2012,3,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Gombe,Unknown,10.246409,11.161736
2.01203E+11,2012,3,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Bama,11.518889,13.684167
2.01203E+11,2012,3,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jos,9.933333,8.883333
2.01203E+11,2012,3,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Chugwi,9.73276,8.79701
2.01203E+11,2012,3,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,12,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01203E+11,2012,3,12,,0,,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Mubi,10.266667,13.266667
2.01203E+11,2012,3,13,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01203E+11,2012,3,15,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Nayi,10.26622,7.113044
2.01203E+11,2012,3,15,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,15,,0,,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,,
2.01203E+11,2012,3,19,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Kuru Karama,9.716667,8.85
2.01203E+11,2012,3,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01203E+11,2012,3,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Tudun Wada,11.25,8.4
2.01203E+11,2012,3,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Tudun Wada,11.25,8.4
2.01203E+11,2012,3,20,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Tudun Wada,11.25,8.4
2.01203E+11,2012,3,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,22,,1,,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.784821,7.005453
2.01203E+11,2012,3,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,23,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,24,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01203E+11,2012,3,25,,1,,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Eket,4.65,7.933333
2.01203E+11,2012,3,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Damagum,11.6775,11.334444
2.01203E+11,2012,3,29,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Gamboru,11.856722,13.169709
2.01203E+11,2012,3,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira Uba,10.657376,12.906142
2.01203E+11,2012,3,31,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01203E+11,2012,3,31,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01203E+11,2012,3,31,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Nangere,11.864978,11.070571
2.01203E+11,2012,3,30,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira,10.654797,12.907004
2.01204E+11,2012,4,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.516667,7.433333
2.01204E+11,2012,4,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01204E+11,2012,4,2,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01204E+11,2012,4,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01204E+11,2012,4,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01204E+11,2012,4,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15
2.01204E+11,2012,4,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Anambra,Amichi,5.986391,6.980073
2.01204E+11,2012,4,4,,0,,147,Nigeria,11,Sub-Saharan Africa,Abuja,Abuja,9.066917,7.483172
2.01204E+11,2012,4,8,,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Kaduna,10.516667,7.433333
2.01204E+11,2012,4,8,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jos,9.933333,8.883333
2.01204E+11,2012,4,8,,0,,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997
2.01204E+11,2012,4,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,12,8.516667
2.01204E+11,2012,4,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Dikwa,12.041981,13.917299
2.01204E+11,2012,4,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Dikwa,12.041981,13.917299
2.01204E+11,2012,4,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Dikwa,12.041981,13.917299
2.01204E+11,2012,4,11,4/11/2012 0:00,0,,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Rigyasa,10.529722,7.379167
2.01204E+11,2012,4,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Banki,11.661944,14.02
2.01204E+11,2012,4,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Banki,11.661944,14.02
2.01204E+11,2012,4,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Banki,11.661944,14.02
2.01204E+11,2012,4,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Banki,11.661944,14.02
2.01204E+11,2012,4,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Banki,11.661944,14.02
